yourlist:M20201204A94466D2655679D1FD8953E075198DA81C43253	Entry
HLA-DRB1	D6CJD7
HLA-DRB1	D6MJL1
HLA-DRB1	D6MJL3
HLA-DRB1	D6MKY5
HLA-DRB1	D6MKY6
HLA-DRB1	D6PZY9
HLA-DRB1	D6PZZ0
HLA-DRB1	D6PZZ3
HLA-DRB1	D6PZZ4
HLA-DRB1	D6PZZ5
HLA-DRB1	D6PZZ6
HLA-DRB1	D7GK31
HLA-DRB1	D7GK32
HLA-DRB1	D7GK33
HLA-DRB1	D7GK38
HLA-DRB1	D7GL10
HLA-DRB1	D7GL11
HLA-DRB1	D7GL12
HLA-DRB1	D7GN73
HLA-DRB1	D7GN74
HLA-DRB1	D7GN75
HLA-DRB1	D7GN76
HLA-DRB1	D7GN77
HLA-DRB1	D7GN78
HLA-DRB1	D7GN79
HLA-DRB1	D7NP76
HLA-DRB1	D7NPQ4
HLA-DRB1	D7NPQ5
HLA-DRB1	D7NPQ6
HLA-DRB1	D7NPQ7
HLA-DRB1	D7NR19
HLA-DRB1	D7NSS9
HLA-DRB1	D7NST1
HLA-DRB1	D7R0U4
HLA-DRB1	D7R0U9
HLA-DRB1	D7R0V0
HLA-DRB1	D7R0V1
HLA-DRB1	D7R0W0
HLA-DRB1	D7RIG0
HLA-DRB1	D7RIG5
HLA-DRB1	D7RIG7
HLA-DRB1	D7RIH0
HLA-DRB1	D7RIH2
HLA-DRB1	D7RIH3
HLA-DRB1	D7RIH5
HLA-DRB1	D7RIH6
HLA-DRB1	D7RIH8
HLA-DRB1	D7RII0
HLA-DRB1	D7RJ37
HLA-DRB1	D9IFQ1
HLA-DRB1	D9IFQ2
HLA-DRB1	D9IFQ3
HLA-DRB1	D9IFQ9
HLA-DRB1	D9IFR0
HLA-DRB1	D9IFR2
HLA-DRB1	D9IFR3
HLA-DRB1	D9U3H7
HLA-DRB1	D9U3H8
HLA-DRB1	D9U3H9
HLA-DRB1	D9U3I0
HLA-DRB1	D9U3I1
HLA-DRB1	D9U3I2
HLA-DRB1	D9U3I3
HLA-DRB1	D9UAX2
HLA-DRB1	D9UAX3
HLA-DRB1	D9UAX4
HLA-DRB1	D9UC11
HLA-DRB1	E0WMV6
HLA-DRB1	E0WN71
HLA-DRB1	E0WN72
HLA-DRB1	E0WN73
HLA-DRB1	E0WN74
HLA-DRB1	E0WN75
HLA-DRB1	E0X9M8
HLA-DRB1	E0X9M9
HLA-DRB1	E0X9N0
HLA-DRB1	E0YNM0
HLA-DRB1	E0YNM2
HLA-DRB1	E0YTP3
HLA-DRB1	E0YTP4
HLA-DRB1	E0Z0A8
HLA-DRB1	E1U683
HLA-DRB1	E1U684
HLA-DRB1	E1U685
HLA-DRB1	E1U686
HLA-DRB1	E1U687
HLA-DRB1	E1V2J4
HLA-DRB1	E1V2J5
HLA-DRB1	E1V2J6
HLA-DRB1	E1V2J7
HLA-DRB1	E1V2J8
HLA-DRB1	E1V2J9
HLA-DRB1	E1V2K0
HLA-DRB1	E1V2K1
HLA-DRB1	E1V2K2
HLA-DRB1	E1XUD4
HLA-DRB1	E1XUI4
HLA-DRB1	E1Y6P7
HLA-DRB1	E1Y6P8
HLA-DRB1	E2D5U1
HLA-DRB1	E2D5U2
HLA-DRB1	E2D5U3
HLA-DRB1	E2D5U4
HLA-DRB1	E2D5U5
HLA-DRB1	E2D5U6
HLA-DRB1	E2D5U7
HLA-DRB1	E2D5U8
HLA-DRB1	E2D5U9
HLA-DRB1	E2DHB9
HLA-DRB1	E2DHC0
HLA-DRB1	E2DHC1
HLA-DRB1	E2DHC2
HLA-DRB1	E2DHC3
HLA-DRB1	E2FZH3
HLA-DRB1	E2GJN4
HLA-DRB1	E2GJN5
HLA-DRB1	E2GJN6
HLA-DRB1	E2GJN7
HLA-DRB1	E2GJN8
HLA-DRB1	E2GJN9
HLA-DRB1	E2GJP0
HLA-DRB1	E2GJP1
HLA-DRB1	E2GLP8
HLA-DRB1	E3Q0T2
HLA-DRB1	E3Q0T3
HLA-DRB1	E3SGC9
HLA-DRB1	E3SGD0
HLA-DRB1	E3SGD1
HLA-DRB1	E3SGD2
HLA-DRB1	E3SGD3
HLA-DRB1	E3SGD4
HLA-DRB1	E3SGD5
HLA-DRB1	E3SGD6
HLA-DRB1	E3SWP1
HLA-DRB1	E3SWP3
HLA-DRB1	E3SWP6
HLA-DRB1	E3SWP8
HLA-DRB1	E3SWP9
HLA-DRB1	E3SWQ1
HLA-DRB1	E3SWQ2
HLA-DRB1	E3SWQ3
HLA-DRB1	E3SWQ4
HLA-DRB1	E3SWQ5
HLA-DRB1	E3SWQ6
HLA-DRB1	E3SWQ7
HLA-DRB1	E3SWQ8
HLA-DRB1	E3SWQ9
HLA-DRB1	E3SWR0
HLA-DRB1	E3SWR1
HLA-DRB1	E3WHS7
HLA-DRB1	E5D6L7
HLA-DRB1	E5D6L8
HLA-DRB1	E5D6L9
HLA-DRB1	E5DCR3
HLA-DRB1	E5FPU1
HLA-DRB1	E5FQ58
HLA-DRB1	E5RV91
HLA-DRB1	E5RV92
HLA-DRB1	E5RV95
HLA-DRB1	E5RV96
HLA-DRB1	E5RV97
HLA-DRB1	E5RV98
HLA-DRB1	E5RV99
HLA-DRB1	E5RVA0
HLA-DRB1	E5RVA1
HLA-DRB1	E7BYD6
HLA-DRB1	E7BYD7
HLA-DRB1	E7BYD8
HLA-DRB1	E7BYD9
HLA-DRB1	E7BYE0
HLA-DRB1	E7BYE1
HLA-DRB1	E7CYG1
HLA-DRB1	E7D850
HLA-DRB1	E7DVC3
HLA-DRB1	E7EI14
HLA-DRB1	E8ZWG7
HLA-DRB1	E9ABI6
HLA-DRB1	E9BVU5
HLA-DRB1	E9L5Q4
HLA-DRB1	E9LIR7
HLA-DRB1	E9LT12
HLA-DRB1	E9M4N7
HLA-DRB1	E9NVF8
HLA-DRB1	E9NVF9
HLA-DRB1	E9NVG4
HLA-DRB1	E9NVG8
HLA-DRB1	E9NVH1
HLA-DRB1	E9NVH2
HLA-DRB1	E9NVH3
HLA-DRB1	E9NVH4
HLA-DRB1	E9NVH5
HLA-DRB1	E9NVH6
HLA-DRB1	F0VRV6
HLA-DRB1	F1AQS1
HLA-DRB1	F1AQS2
HLA-DRB1	F1AQS3
HLA-DRB1	F1C3G9
HLA-DRB1	F1CCL7
HLA-DRB1	F1CCM0
HLA-DRB1	F1CCM1
HLA-DRB1	F1CCM2
HLA-DRB1	F1CCM3
HLA-DRB1	F1CCM5
HLA-DRB1	F1CCM7
HLA-DRB1	F1CCM8
HLA-DRB1	F1CCN1
HLA-DRB1	F1CCN3
HLA-DRB1	F1CCN4
HLA-DRB1	F1CCN7
HLA-DRB1	F1CCN8
HLA-DRB1	F1CCP0
HLA-DRB1	F1CCP2
HLA-DRB1	F1CCP3
HLA-DRB1	F1CCP4
HLA-DRB1	F1CCP6
HLA-DRB1	F1CCP8
HLA-DRB1	F1CCP9
HLA-DRB1	F1CCQ0
HLA-DRB1	F1CCQ1
HLA-DRB1	F1CCQ2
HLA-DRB1	F1CCQ3
HLA-DRB1	F1CCQ4
HLA-DRB1	F1CCQ5
HLA-DRB1	F1CCQ7
HLA-DRB1	F1CCQ8
HLA-DRB1	F1CCQ9
HLA-DRB1	F1CCR1
HLA-DRB1	F1CT76
HLA-DRB1	F2QL89
HLA-DRB1	F2RM38
HLA-DRB1	F2VNU9
HLA-DRB1	F2VNV0
HLA-DRB1	F2VNV1
HLA-DRB1	F2VNV2
HLA-DRB1	F2VNV4
HLA-DRB1	F2VNV7
HLA-DRB1	F2VNV8
HLA-DRB1	F2VNV9
HLA-DRB1	F2VNW0
HLA-DRB1	F2VNW3
HLA-DRB1	F2VNW4
HLA-DRB1	F2VNW5
HLA-DRB1	F2VNW6
HLA-DRB1	F2VNW7
HLA-DRB1	F2VNW8
HLA-DRB1	F2VP95
HLA-DRB1	F2VP96
HLA-DRB1	F2VP97
HLA-DRB1	F2VP98
HLA-DRB1	F2VP99
HLA-DRB1	F2VPA0
HLA-DRB1	F2VPA1
HLA-DRB1	F2VPA2
HLA-DRB1	F2VPA3
HLA-DRB1	F2VPA4
HLA-DRB1	F2VS02
HLA-DRB1	F2VS07
HLA-DRB1	F2X0U6
HLA-DRB1	F2X362
HLA-DRB1	F2X650
HLA-DRB1	F2X651
HLA-DRB1	F2X652
HLA-DRB1	F2X653
HLA-DRB1	F2X654
HLA-DRB1	F2X655
HLA-DRB1	F2X656
HLA-DRB1	F2X657
HLA-DRB1	F2X658
HLA-DRB1	F2X659
HLA-DRB1	F2X660
HLA-DRB1	F2X661
HLA-DRB1	F2X662
HLA-DRB1	F2X663
HLA-DRB1	F2X664
HLA-DRB1	F2X665
HLA-DRB1	F2X666
HLA-DRB1	F2X667
HLA-DRB1	F2X668
HLA-DRB1	F2X669
HLA-DRB1	F2X670
HLA-DRB1	F4NBK5
HLA-DRB1	F4NBK6
HLA-DRB1	F4NBK7
HLA-DRB1	F4NBK8
HLA-DRB1	F4NBK9
HLA-DRB1	F4NBL0
HLA-DRB1	F4NBL1
HLA-DRB1	F4NBL2
HLA-DRB1	F4NBL3
HLA-DRB1	F4NBL4
HLA-DRB1	F4NBL5
HLA-DRB1	F4NBL6
HLA-DRB1	F4NBL7
HLA-DRB1	F4NBL8
HLA-DRB1	F4NBL9
HLA-DRB1	F4NBM0
HLA-DRB1	F4NBM1
HLA-DRB1	F4NBM2
HLA-DRB1	F4NBM3
HLA-DRB1	F4NBM4
HLA-DRB1	F4NBM5
HLA-DRB1	F4NBM6
HLA-DRB1	F4NBM7
HLA-DRB1	F4NBM8
HLA-DRB1	F4NBM9
HLA-DRB1	F4NBN0
HLA-DRB1	F4NBN1
HLA-DRB1	F4NBN2
HLA-DRB1	F4NBN4
HLA-DRB1	F4NBN5
HLA-DRB1	F4NBN6
HLA-DRB1	F4NBN7
HLA-DRB1	F4NBN8
HLA-DRB1	F4NBN9
HLA-DRB1	F4YUA5
HLA-DRB1	F4YUA6
HLA-DRB1	F4YUA7
HLA-DRB1	F4YUA9
HLA-DRB1	F4YUB0
HLA-DRB1	F4YUB1
HLA-DRB1	F4YZW3
HLA-DRB1	F4YZW4
HLA-DRB1	F4YZW5
HLA-DRB1	F4YZW6
HLA-DRB1	F4YZW7
HLA-DRB1	F4YZW8
HLA-DRB1	F4YZW9
HLA-DRB1	F4YZX0
HLA-DRB1	F4YZX1
HLA-DRB1	F4YZX2
HLA-DRB1	F4YZX3
HLA-DRB1	F4YZX4
HLA-DRB1	F4YZX5
HLA-DRB1	F5A3L2
HLA-DRB1	F5A501
HLA-DRB1	F5BR65
HLA-DRB1	F5BR66
HLA-DRB1	F5BR67
HLA-DRB1	F5CSM5
HLA-DRB1	F6KS21
HLA-DRB1	F6KS24
HLA-DRB1	F6KS25
HLA-DRB1	F6KS26
HLA-DRB1	F6KS27
HLA-DRB1	F6KS28
HLA-DRB1	F6KS29
HLA-DRB1	F6KS30
HLA-DRB1	F6KS31
HLA-DRB1	F8LSY0
HLA-DRB1	F8LSY3
HLA-DRB1	F8R1D4
HLA-DRB1	F8R1E3
HLA-DRB1	F8R1E4
HLA-DRB1	F8R1E5
HLA-DRB1	F8R1E6
HLA-DRB1	F8R1E7
HLA-DRB1	F8R1E8
HLA-DRB1	F8R8M3
HLA-DRB1	F8R8M4
HLA-DRB1	F8R8M5
HLA-DRB1	F8R8M6
HLA-DRB1	F8R8M7
HLA-DRB1	F8R8M8
HLA-DRB1	F8R8N2
HLA-DRB1	F8RHI9
HLA-DRB1	F8RHJ0
HLA-DRB1	F8RHJ1
HLA-DRB1	F8RHJ2
HLA-DRB1	F8RHJ3
HLA-DRB1	F8RHJ4
HLA-DRB1	F8RHJ5
HLA-DRB1	F8RHJ6
HLA-DRB1	F8RHJ7
HLA-DRB1	F8RHJ8
HLA-DRB1	F8RHJ9
HLA-DRB1	F8RHK0
HLA-DRB1	F8RHK1
HLA-DRB1	F8RHK2
HLA-DRB1	F8RHK3
HLA-DRB1	F8RHK4
HLA-DRB1	F8RHK5
HLA-DRB1	F8RHK6
HLA-DRB1	F8RHK7
HLA-DRB1	F8RHK8
HLA-DRB1	F8RHK9
HLA-DRB1	F8RHL0
HLA-DRB1	F8RHL1
HLA-DRB1	F8RHL2
HLA-DRB1	F8RHL3
HLA-DRB1	F8RHL4
HLA-DRB1	F8RHL5
HLA-DRB1	F8RHL6
HLA-DRB1	F8RHL7
HLA-DRB1	F8RHL8
HLA-DRB1	F8RHL9
HLA-DRB1	F8RHM0
HLA-DRB1	F8RHM1
HLA-DRB1	F8RHM2
HLA-DRB1	F8RHM3
HLA-DRB1	F8RHM4
HLA-DRB1	F8RHM5
HLA-DRB1	F8RHM6
HLA-DRB1	F8RHM7
HLA-DRB1	F8RHM8
HLA-DRB1	F8RHM9
HLA-DRB1	F8RHN0
HLA-DRB1	F8RHN1
HLA-DRB1	F8RHN2
HLA-DRB1	F8RHN3
HLA-DRB1	F8SL04
HLA-DRB1	F8SL06
HLA-DRB1	F8SL07
HLA-DRB1	F8SL08
HLA-DRB1	F8SL09
HLA-DRB1	F8SL10
HLA-DRB1	F8SL11
HLA-DRB1	F8SL12
HLA-DRB1	F8STB1
HLA-DRB1	F8STB2
HLA-DRB1	F8SY56
HLA-DRB1	F8SY57
HLA-DRB1	F8SY58
HLA-DRB1	F8SY59
HLA-DRB1	F8SY60
HLA-DRB1	F8SY61
HLA-DRB1	F8SY62
HLA-DRB1	F8SY63
HLA-DRB1	F8SY64
HLA-DRB1	F8SY65
HLA-DRB1	F8SYK7
HLA-DRB1	F8TVR8
HLA-DRB1	F8TVY1
HLA-DRB1	F8URE1
HLA-DRB1	G0LXY7
HLA-DRB1	G0WJF4
HLA-DRB1	G0WVD4
HLA-DRB1	G0WVD5
HLA-DRB1	G0WVD6
HLA-DRB1	G0WVD7
HLA-DRB1	G0WVD8
HLA-DRB1	G0WVD9
HLA-DRB1	G0WVE1
HLA-DRB1	G0X8U5
HLA-DRB1	G0X8U6
HLA-DRB1	G0X8U7
HLA-DRB1	G0X8U8
HLA-DRB1	G0X8U9
HLA-DRB1	G0X8V0
HLA-DRB1	G0X8V1
HLA-DRB1	G0X8V2
HLA-DRB1	G0YWD4
HLA-DRB1	G0Z5I8
HLA-DRB1	G0Z6Y7
HLA-DRB1	G0Z6Y8
HLA-DRB1	G0Z8F9
HLA-DRB1	G0Z8G0
HLA-DRB1	G0Z8G1
HLA-DRB1	G0Z8G2
HLA-DRB1	G0Z8G3
HLA-DRB1	G0ZDX2
HLA-DRB1	G0ZDX3
HLA-DRB1	G0ZDX4
HLA-DRB1	G0ZMN0
HLA-DRB1	G0ZMN1
HLA-DRB1	G0ZPP3
HLA-DRB1	G0ZTB0
HLA-DRB1	G1CD91
HLA-DRB1	G1DUW3
HLA-DRB1	G1EGZ7
HLA-DRB1	G1EMV6
HLA-DRB1	G1EMV7
HLA-DRB1	G1EMV8
HLA-DRB1	G1EMV9
HLA-DRB1	G1EMY5
HLA-DRB1	G1EMY6
HLA-DRB1	G1EMY7
HLA-DRB1	G1EMY8
HLA-DRB1	G1EMY9
HLA-DRB1	G1EMZ0
HLA-DRB1	G1EMZ1
HLA-DRB1	G1EMZ2
HLA-DRB1	G1EMZ3
HLA-DRB1	G1EMZ4
HLA-DRB1	G1EMZ5
HLA-DRB1	G1EMZ6
HLA-DRB1	G1EMZ7
HLA-DRB1	G1EMZ8
HLA-DRB1	G1EMZ9
HLA-DRB1	G1EN00
HLA-DRB1	G1EN01
HLA-DRB1	G1EN02
HLA-DRB1	G1EN03
HLA-DRB1	G1EN04
HLA-DRB1	G1EN05
HLA-DRB1	G1EN06
HLA-DRB1	G1EN07
HLA-DRB1	G1EN08
HLA-DRB1	G1EN09
HLA-DRB1	G1EN10
HLA-DRB1	G1EN11
HLA-DRB1	G1EN12
HLA-DRB1	G1EN13
HLA-DRB1	G1EN14
HLA-DRB1	G1EN15
HLA-DRB1	G1EN16
HLA-DRB1	G1EN17
HLA-DRB1	G1EN18
HLA-DRB1	G1EN19
HLA-DRB1	G1EN20
HLA-DRB1	G1EN21
HLA-DRB1	G3CC12
HLA-DRB1	G3LZX8
HLA-DRB1	G4VU14
HLA-DRB1	G4XPL9
HLA-DRB1	G4XPM0
HLA-DRB1	G4XPM1
HLA-DRB1	G4XPM2
HLA-DRB1	G5EM91
HLA-DRB1	G5EM92
HLA-DRB1	G5EM93
HLA-DRB1	G5EM94
HLA-DRB1	G5EM95
HLA-DRB1	G5EM96
HLA-DRB1	G5EMB4
HLA-DRB1	G8B1X6
HLA-DRB1	G8G268
HLA-DRB1	G8G269
HLA-DRB1	G8GB36
HLA-DRB1	G8GB37
HLA-DRB1	G8GB38
HLA-DRB1	G8GB39
HLA-DRB1	G8GB40
HLA-DRB1	G8GB41
HLA-DRB1	G8GB45
HLA-DRB1	G8GIE7
HLA-DRB1	G8GJC3
HLA-DRB1	G8GLM3
HLA-DRB1	G8HT84
HLA-DRB1	G8HT85
HLA-DRB1	G8HT86
HLA-DRB1	G8HT87
HLA-DRB1	G8HT88
HLA-DRB1	G9DBH3
HLA-DRB1	G9F9T7
HLA-DRB1	G9F9T8
HLA-DRB1	G9F9T9
HLA-DRB1	G9FJH6
HLA-DRB1	G9FJH7
HLA-DRB1	G9FJH8
HLA-DRB1	G9FJH9
HLA-DRB1	G9FJI0
HLA-DRB1	G9FZ59
HLA-DRB1	G9HRM3
HLA-DRB1	G9HRM4
HLA-DRB1	G9HRM5
HLA-DRB1	G9HRM6
HLA-DRB1	G9HRM7
HLA-DRB1	G9HRM8
HLA-DRB1	G9HRM9
HLA-DRB1	G9HRN0
HLA-DRB1	G9HRN1
HLA-DRB1	G9HRN2
HLA-DRB1	G9HRN3
HLA-DRB1	G9HRQ0
HLA-DRB1	G9HRQ1
HLA-DRB1	G9HRQ2
HLA-DRB1	G9HRQ3
HLA-DRB1	G9HRQ9
HLA-DRB1	G9HTG4
HLA-DRB1	G9HW10
HLA-DRB1	G9HW14
HLA-DRB1	G9HWB3
HLA-DRB1	G9HWB4
HLA-DRB1	G9HWB5
HLA-DRB1	G9HWB6
HLA-DRB1	G9HWB7
HLA-DRB1	G9HWB8
HLA-DRB1	G9HWB9
HLA-DRB1	G9I1P7
HLA-DRB1	G9I2P2
HLA-DRB1	G9I2P5
HLA-DRB1	G9I2P6
HLA-DRB1	G9I2P7
HLA-DRB1	G9I2P8
HLA-DRB1	H2A0A5
HLA-DRB1	H2A3P4
HLA-DRB1	H2AM03
HLA-DRB1	H2AM04
HLA-DRB1	H2BDR5
HLA-DRB1	H2BDR6
HLA-DRB1	H2BDS0
HLA-DRB1	H2BDS1
HLA-DRB1	H2BDS2
HLA-DRB1	H2BDS3
HLA-DRB1	H2BDS4
HLA-DRB1	H2BDS5
HLA-DRB1	H2BDS6
HLA-DRB1	H2BDS7
HLA-DRB1	H2BDS8
HLA-DRB1	H2BDS9
HLA-DRB1	H2BDT0
HLA-DRB1	H2BDT1
HLA-DRB1	H2BDT2
HLA-DRB1	H2BDT3
HLA-DRB1	H2BDT4
HLA-DRB1	H2BDT5
HLA-DRB1	H2BEB5
HLA-DRB1	H2DLU4
HLA-DRB1	H2DML4
HLA-DRB1	H2E2A7
HLA-DRB1	H2E2A8
HLA-DRB1	H6A2E2
HLA-DRB1	H6A2E3
HLA-DRB1	H6A2E6
HLA-DRB1	H6A2E7
HLA-DRB1	H6A2E8
HLA-DRB1	H6A2E9
HLA-DRB1	H6SSQ5
HLA-DRB1	H6ULF5
HLA-DRB1	H6VQN9
HLA-DRB1	H8WUJ3
HLA-DRB1	H8WV56
HLA-DRB1	H8WV57
HLA-DRB1	H8WV58
HLA-DRB1	H8WV59
HLA-DRB1	H8WV60
HLA-DRB1	H8WV61
HLA-DRB1	H8WV62
HLA-DRB1	H8WV63
HLA-DRB1	H8WV64
HLA-DRB1	H8WV65
HLA-DRB1	H8WV66
HLA-DRB1	H8WV67
HLA-DRB1	H8WV68
HLA-DRB1	H8WV69
HLA-DRB1	H8WV70
HLA-DRB1	H8WV71
HLA-DRB1	H8WV72
HLA-DRB1	H8WV73
HLA-DRB1	H8WV74
HLA-DRB1	H8WV75
HLA-DRB1	H8WV76
HLA-DRB1	H8WV77
HLA-DRB1	H8WV78
HLA-DRB1	H8WV79
HLA-DRB1	H8WV80
HLA-DRB1	H8WV81
HLA-DRB1	H8WV82
HLA-DRB1	H8WV83
HLA-DRB1	H8WV84
HLA-DRB1	H8WV85
HLA-DRB1	H8WV86
HLA-DRB1	H8WV87
HLA-DRB1	H8WV88
HLA-DRB1	H8WV89
HLA-DRB1	H8WV90
HLA-DRB1	H8WV91
HLA-DRB1	H8WV92
HLA-DRB1	H8WV93
HLA-DRB1	H8WV94
HLA-DRB1	H8WV95
HLA-DRB1	H8WV96
HLA-DRB1	H8WV97
HLA-DRB1	H8WV98
HLA-DRB1	H8WV99
HLA-DRB1	H9AB26
HLA-DRB1	H9AWW8
HLA-DRB1	H9BSP6
HLA-DRB1	H9C8X6
HLA-DRB1	H9C8Y0
HLA-DRB1	I0J8R2
HLA-DRB1	I1SB23
HLA-DRB1	I1V1W8
HLA-DRB1	I2B1C4
HLA-DRB1	I2CSG7
HLA-DRB1	I2G7Y5
HLA-DRB1	I2G7Y7
HLA-DRB1	I6M557
HLA-DRB1	I6MHJ7
HLA-DRB1	I6NN36
HLA-DRB1	I6NN61
HLA-DRB1	I6NN89
HLA-DRB1	I6NS51
HLA-DRB1	I6NVR2
HLA-DRB1	I6NVU2
HLA-DRB1	I6NWK1
HLA-DRB1	I6NWK5
HLA-DRB1	I6NWM5
HLA-DRB1	I6NXH9
HLA-DRB1	I6NXM9
HLA-DRB1	I6SJA4
HLA-DRB1	I6TN34
HLA-DRB1	I6YAZ4
HLA-DRB1	I6Z114
HLA-DRB1	I6Z8F2
HLA-DRB1	I6ZTP2
HLA-DRB1	I7APH6
HLA-DRB1	I7C0V1
HLA-DRB1	I7CE35
HLA-DRB1	I7CHF2
HLA-DRB1	I7D962
HLA-DRB1	I7DEM0
HLA-DRB1	I7HB73
HLA-DRB1	I7JCR9
HLA-DRB1	I7JI15
HLA-DRB1	I7KJ78
HLA-DRB1	I7KLY6
HLA-DRB1	I7KP34
HLA-DRB1	I7KSM4
HLA-DRB1	J7F4Z7
HLA-DRB1	J7F573
HLA-DRB1	J7F582
HLA-DRB1	J7F669
HLA-DRB1	J7F672
HLA-DRB1	J7F697
HLA-DRB1	J7F7B7
HLA-DRB1	J7F8K2
HLA-DRB1	J7F8K6
HLA-DRB1	J7F8N2
HLA-DRB1	J7FK30
HLA-DRB1	J7FM92
HLA-DRB1	J7FP09
HLA-DRB1	J7FR35
HLA-DRB1	J7GUA3
HLA-DRB1	J7JXR5
HLA-DRB1	J7K1D9
HLA-DRB1	J7K1E0
HLA-DRB1	J7K1E4
HLA-DRB1	J7K3J3
HLA-DRB1	J7K483
HLA-DRB1	J7K7H4
HLA-DRB1	J7QWX7
HLA-DRB1	J7RFS4
HLA-DRB1	J9PVC6
HLA-DRB1	J9PWN0
HLA-DRB1	J9PWW5
HLA-DRB1	J9Z200
HLA-DRB1	K0DF01
HLA-DRB1	K0P0J2
HLA-DRB1	K0P0J3
HLA-DRB1	K0P2W4
HLA-DRB1	K0P793
HLA-DRB1	K0P797
HLA-DRB1	K0P7G6
HLA-DRB1	K0P7G9
HLA-DRB1	K0PBG7
HLA-DRB1	K4HPL6
HLA-DRB1	K4IT57
HLA-DRB1	K4Q0H4
HLA-DRB1	K4Q1G1
HLA-DRB1	K4REA4
HLA-DRB1	K4RIC6
HLA-DRB1	K4RID0
HLA-DRB1	K4ULG7
HLA-DRB1	K4ULZ0
HLA-DRB1	K7WK01
HLA-DRB1	K7XHD2
HLA-DRB1	K7ZK48
HLA-DRB1	K7ZN81
HLA-DRB1	L0BVK5
HLA-DRB1	L0BVN9
HLA-DRB1	L0BVP2
HLA-DRB1	L0BVR7
HLA-DRB1	L0BVT0
HLA-DRB1	L0BVW1
HLA-DRB1	L0BVW5
HLA-DRB1	L0BVW9
HLA-DRB1	L0BVZ3
HLA-DRB1	L0BVZ5
HLA-DRB1	L0BWW8
HLA-DRB1	L0BX03
HLA-DRB1	L0BX08
HLA-DRB1	L0BX34
HLA-DRB1	L0BXK2
HLA-DRB1	L0BXK6
HLA-DRB1	L0BXL7
HLA-DRB1	L0BXM1
HLA-DRB1	L0BXM6
HLA-DRB1	L0BXN7
HLA-DRB1	L0BXQ5
HLA-DRB1	L0HNE6
HLA-DRB1	L0HNF8
HLA-DRB1	L0HQC7
HLA-DRB1	L0HR08
HLA-DRB1	L0HR21
HLA-DRB1	L0HRH2
HLA-DRB1	L0RH33
HLA-DRB1	L0TE80
HLA-DRB1	L7QJG9
HLA-DRB1	L7SW87
HLA-DRB1	L7UUL9
HLA-DRB1	L7UUQ7
HLA-DRB1	L8BTX7
HLA-DRB1	M1KN83
HLA-DRB1	M1L559
HLA-DRB1	M1LDI7
HLA-DRB1	M1LFT9
HLA-DRB1	M1LQ10
HLA-DRB1	M1Q0E9
HLA-DRB1	M1UZ74
HLA-DRB1	M1UZ77
HLA-DRB1	M1V8P5
HLA-DRB1	M1V8P6
HLA-DRB1	M1VED3
HLA-DRB1	M1VED6
HLA-DRB1	M1VK03
HLA-DRB1	M1VK07
HLA-DRB1	M1VK08
HLA-DRB1	M1VNN5
HLA-DRB1	M1VNN7
HLA-DRB1	M4MD18
HLA-DRB1	M4MD36
HLA-DRB1	M4MDE5
HLA-DRB1	M4MEW2
HLA-DRB1	M4MEW6
HLA-DRB1	M4MFA7
HLA-DRB1	M4MGH8
HLA-DRB1	M4MGI2
HLA-DRB1	M4ML87
HLA-DRB1	M4ML92
HLA-DRB1	M4QEN3
HLA-DRB1	M4VJ78
HLA-DRB1	M4W203
HLA-DRB1	M4YNJ2
HLA-DRB1	M4YNP5
HLA-DRB1	M4YQI1
HLA-DRB1	M4YRG8
HLA-DRB1	M4YUW8
HLA-DRB1	M4YUW9
HLA-DRB1	M9P8N2
HLA-DRB1	M9P8N3
HLA-DRB1	M9P8N4
HLA-DRB1	M9P8N5
HLA-DRB1	M9P8N6
HLA-DRB1	M9P8N7
HLA-DRB1	M9P8N8
HLA-DRB1	M9P8P2
HLA-DRB1	M9P8P7
HLA-DRB1	M9P8P9
HLA-DRB1	M9P8Q0
HLA-DRB1	M9P8Q1
HLA-DRB1	M9P8Q2
HLA-DRB1	M9P8S8
HLA-DRB1	M9P8T4
HLA-DRB1	M9P975
HLA-DRB1	M9P982
HLA-DRB1	M9P984
HLA-DRB1	M9P986
HLA-DRB1	M9P988
HLA-DRB1	M9P989
HLA-DRB1	M9P991
HLA-DRB1	M9P993
HLA-DRB1	M9P996
HLA-DRB1	M9P998
HLA-DRB1	M9P9A5
HLA-DRB1	M9P9A8
HLA-DRB1	M9P9B0
HLA-DRB1	M9P9B1
HLA-DRB1	M9P9E3
HLA-DRB1	M9P9F3
HLA-DRB1	M9P9N4
HLA-DRB1	M9P9P2
HLA-DRB1	M9P9P4
HLA-DRB1	M9P9P6
HLA-DRB1	M9P9P7
HLA-DRB1	M9P9P9
HLA-DRB1	M9P9Q1
HLA-DRB1	M9P9Q3
HLA-DRB1	M9P9Q4
HLA-DRB1	M9P9Q8
HLA-DRB1	M9P9R0
HLA-DRB1	M9P9R2
HLA-DRB1	M9P9R6
HLA-DRB1	M9P9S3
HLA-DRB1	M9P9S5
HLA-DRB1	M9P9S6
HLA-DRB1	M9P9X8
HLA-DRB1	M9P9Y2
HLA-DRB1	M9P9Y3
HLA-DRB1	M9P9Y5
HLA-DRB1	M9P9Y7
HLA-DRB1	M9P9Y8
HLA-DRB1	M9P9Y9
HLA-DRB1	M9P9Z0
HLA-DRB1	M9P9Z4
