yourlist:M20201204A94466D2655679D1FD8953E075198DA81C43253	Entry
HLA-DRB1	M9P9Z5
HLA-DRB1	M9PA02
HLA-DRB1	M9PA03
HLA-DRB1	M9PA07
HLA-DRB1	M9PA08
HLA-DRB1	M9PA40
HLA-DRB1	M9PAG9
HLA-DRB1	M9PAH5
HLA-DRB1	M9PAH6
HLA-DRB1	M9PAH7
HLA-DRB1	M9PAH8
HLA-DRB1	M9PAH9
HLA-DRB1	M9PAI0
HLA-DRB1	M9PAI1
HLA-DRB1	M9PAI3
HLA-DRB1	M9PAI7
HLA-DRB1	M9PAI8
HLA-DRB1	M9PAI9
HLA-DRB1	M9PAJ0
HLA-DRB1	M9PAJ1
HLA-DRB1	M9PAJ2
HLA-DRB1	M9PAK9
HLA-DRB1	M9PAL7
HLA-DRB1	M9PNR5
HLA-DRB1	M9PNV3
HLA-DRB1	M9PNX4
HLA-DRB1	M9XGH6
HLA-DRB1	M9XHH2
HLA-DRB1	M9ZYZ0
HLA-DRB1	N0A0M7
HLA-DRB1	N0A0P5
HLA-DRB1	N0A2R4
HLA-DRB1	N0A2S4
HLA-DRB1	N0A4C9
HLA-DRB1	N0A903
HLA-DRB1	N0AA59
HLA-DRB1	N1NRX2
HLA-DRB1	N1NSB5
HLA-DRB1	N1NSB9
HLA-DRB1	N1NSC4
HLA-DRB1	N1NSC9
HLA-DRB1	N1NTA9
HLA-DRB1	N1NTB2
HLA-DRB1	N1NTB7
HLA-DRB1	N1NTC1
HLA-DRB1	N1NTH0
HLA-DRB1	N1NTH4
HLA-DRB1	N1NTH9
HLA-DRB1	N1NUZ8
HLA-DRB1	N1NV00
HLA-DRB1	N1NV01
HLA-DRB1	N1NV03
HLA-DRB1	N1NVA9
HLA-DRB1	N1NVB0
HLA-DRB1	N1NVB1
HLA-DRB1	N1NVB2
HLA-DRB1	O02951
HLA-DRB1	O19190
HLA-DRB1	O19517
HLA-DRB1	O19547
HLA-DRB1	O19586
HLA-DRB1	O19587
HLA-DRB1	O19592
HLA-DRB1	O19594
HLA-DRB1	O19621
HLA-DRB1	O19622
HLA-DRB1	O19681
HLA-DRB1	O19696
HLA-DRB1	O19723
HLA-DRB1	O19730
HLA-DRB1	O19732
HLA-DRB1	O19734
HLA-DRB1	O19735
HLA-DRB1	O19736
HLA-DRB1	O19738
HLA-DRB1	O19786
HLA-DRB1	O19791
HLA-DRB1	O46870
HLA-DRB1	O46873
HLA-DRB1	O62880
HLA-DRB1	O62887
HLA-DRB1	O62890
HLA-DRB1	O77962
HLA-DRB1	O77970
HLA-DRB1	O77971
HLA-DRB1	O77978
HLA-DRB1	O78037
HLA-DRB1	O78044
HLA-DRB1	O78048
HLA-DRB1	O78080
HLA-DRB1	O78161
HLA-DRB1	O78184
HLA-DRB1	O95729
HLA-DRB1	O98047
HLA-DRB1	P01911
HLA-DRB1	Q000J6
HLA-DRB1	Q06653
HLA-DRB1	Q06RK2
HLA-DRB1	Q07122
HLA-DRB1	Q0GB79
HLA-DRB1	Q0PGS7
HLA-DRB1	Q0PH71
HLA-DRB1	Q0PQ40
HLA-DRB1	Q0VUQ9
HLA-DRB1	Q0Z850
HLA-DRB1	Q14FK6
HLA-DRB1	Q14FK7
HLA-DRB1	Q14FK8
HLA-DRB1	Q15BP8
HLA-DRB1	Q19A33
HLA-DRB1	Q19K81
HLA-DRB1	Q19K82
HLA-DRB1	Q19K83
HLA-DRB1	Q19K84
HLA-DRB1	Q1EIR2
HLA-DRB1	Q1G0Z7
HLA-DRB1	Q1G0Z8
HLA-DRB1	Q1G100
HLA-DRB1	Q1JRP4
HLA-DRB1	Q1KLJ9
HLA-DRB1	Q202I5
HLA-DRB1	Q29632
HLA-DRB1	Q29646
HLA-DRB1	Q29647
HLA-DRB1	Q29648
HLA-DRB1	Q29649
HLA-DRB1	Q29651
HLA-DRB1	Q29668
HLA-DRB1	Q29671
HLA-DRB1	Q29672
HLA-DRB1	Q29686
HLA-DRB1	Q29687
HLA-DRB1	Q29688
HLA-DRB1	Q29692
HLA-DRB1	Q29696
HLA-DRB1	Q29711
HLA-DRB1	Q29713
HLA-DRB1	Q29723
HLA-DRB1	Q29725
HLA-DRB1	Q29727
HLA-DRB1	Q29732
HLA-DRB1	Q29735
HLA-DRB1	Q29736
HLA-DRB1	Q29737
HLA-DRB1	Q29744
HLA-DRB1	Q29754
HLA-DRB1	Q29786
HLA-DRB1	Q29796
HLA-DRB1	Q29887
HLA-DRB1	Q29918
HLA-DRB1	Q2A128
HLA-DRB1	Q2HPT8
HLA-DRB1	Q2L4U2
HLA-DRB1	Q2LDE4
HLA-DRB1	Q2LIR3
HLA-DRB1	Q2LIR5
HLA-DRB1	Q2PBC3
HLA-DRB1	Q2PZR1
HLA-DRB1	Q30008
HLA-DRB1	Q30009
HLA-DRB1	Q30103
HLA-DRB1	Q30104
HLA-DRB1	Q30105
HLA-DRB1	Q30106
HLA-DRB1	Q30107
HLA-DRB1	Q30109
HLA-DRB1	Q30111
HLA-DRB1	Q30113
HLA-DRB1	Q30128
HLA-DRB1	Q30129
HLA-DRB1	Q30130
HLA-DRB1	Q30132
HLA-DRB1	Q30133
HLA-DRB1	Q30136
HLA-DRB1	Q30139
HLA-DRB1	Q30156
HLA-DRB1	Q30161
HLA-DRB1	Q30178
HLA-DRB1	Q30179
HLA-DRB1	Q30195
HLA-DRB1	Q31624
HLA-DRB1	Q31639
HLA-DRB1	Q31640
HLA-DRB1	Q31641
HLA-DRB1	Q31642
HLA-DRB1	Q31643
HLA-DRB1	Q31644
HLA-DRB1	Q3LA85
HLA-DRB1	Q3LA86
HLA-DRB1	Q3LAA3
HLA-DRB1	Q3LAA4
HLA-DRB1	Q3LAA5
HLA-DRB1	Q3LAA6
HLA-DRB1	Q3LAA7
HLA-DRB1	Q3LAA8
HLA-DRB1	Q3LAA9
HLA-DRB1	Q3LAB0
HLA-DRB1	Q3LAB1
HLA-DRB1	Q3LAB2
HLA-DRB1	Q3LAB3
HLA-DRB1	Q3LAB4
HLA-DRB1	Q3LAB5
HLA-DRB1	Q3LAB6
HLA-DRB1	Q3LAB7
HLA-DRB1	Q3LAB8
HLA-DRB1	Q3LAB9
HLA-DRB1	Q3LAC0
HLA-DRB1	Q3LAC1
HLA-DRB1	Q3LAC2
HLA-DRB1	Q3LAC3
HLA-DRB1	Q3LAG4
HLA-DRB1	Q3LRY0
HLA-DRB1	Q3LTJ1
HLA-DRB1	Q3LTJ3
HLA-DRB1	Q3LTJ4
HLA-DRB1	Q3LTJ6
HLA-DRB1	Q3LTJ8
HLA-DRB1	Q3LTK0
HLA-DRB1	Q3T976
HLA-DRB1	Q45FY1
HLA-DRB1	Q45FZ4
HLA-DRB1	Q45G73
HLA-DRB1	Q45G74
HLA-DRB1	Q45G75
HLA-DRB1	Q45KF7
HLA-DRB1	Q45W57
HLA-DRB1	Q4A1G9
HLA-DRB1	Q4A1S0
HLA-DRB1	Q4F6M6
HLA-DRB1	Q4F6M7
HLA-DRB1	Q4PRC4
HLA-DRB1	Q4U0U6
HLA-DRB1	Q4U3X3
HLA-DRB1	Q4U4M5
HLA-DRB1	Q4U4M6
HLA-DRB1	Q4U4M7
HLA-DRB1	Q4ZJJ2
HLA-DRB1	Q50EW5
HLA-DRB1	Q53YS1
HLA-DRB1	Q53ZR8
HLA-DRB1	Q56FN4
HLA-DRB1	Q56FN5
HLA-DRB1	Q56FN6
HLA-DRB1	Q56FN8
HLA-DRB1	Q56FP5
HLA-DRB1	Q58HT8
HLA-DRB1	Q59HP9
HLA-DRB1	Q5CC31
HLA-DRB1	Q5DKQ6
HLA-DRB1	Q5DUF5
HLA-DRB1	Q5EGD8
HLA-DRB1	Q5FY46
HLA-DRB1	Q5GMP5
HLA-DRB1	Q5ID26
HLA-DRB1	Q5IFG9
HLA-DRB1	Q5IWM0
HLA-DRB1	Q5JZX3
HLA-DRB1	Q5K3W3
HLA-DRB1	Q5NDA2
HLA-DRB1	Q5NT90
HLA-DRB1	Q5QQ11
HLA-DRB1	Q5U8S4
HLA-DRB1	Q5U9D1
HLA-DRB1	Q5XWD6
HLA-DRB1	Q5Y7B6
HLA-DRB1	Q5Y7C2
HLA-DRB1	Q5Y7C5
HLA-DRB1	Q5Y7D1
HLA-DRB1	Q5Y7D7
HLA-DRB1	Q5Y7E0
HLA-DRB1	Q5Y7G6
HLA-DRB1	Q5Y7G9
HLA-DRB1	Q6BDC5
HLA-DRB1	Q6BDC8
HLA-DRB1	Q6DMR0
HLA-DRB1	Q6DV47
HLA-DRB1	Q6PYB1
HLA-DRB1	Q6QE68
HLA-DRB1	Q6QJL9
HLA-DRB1	Q6QUQ1
HLA-DRB1	Q6RCM2
HLA-DRB1	Q6RCP7
HLA-DRB1	Q6RCP8
HLA-DRB1	Q6RCP9
HLA-DRB1	Q6RCQ0
HLA-DRB1	Q6S5H9
HLA-DRB1	Q6S5I0
HLA-DRB1	Q6T713
HLA-DRB1	Q6T714
HLA-DRB1	Q6T717
HLA-DRB1	Q6T718
HLA-DRB1	Q6T862
HLA-DRB1	Q6TKG7
HLA-DRB1	Q6UB42
HLA-DRB1	Q6WIG6
HLA-DRB1	Q6WIG7
HLA-DRB1	Q6Y1S2
HLA-DRB1	Q702H0
HLA-DRB1	Q70IU8
HLA-DRB1	Q70Q10
HLA-DRB1	Q75NJ4
HLA-DRB1	Q75NJ5
HLA-DRB1	Q768U3
HLA-DRB1	Q7JGS8
HLA-DRB1	Q7YP63
HLA-DRB1	Q7YPW3
HLA-DRB1	Q7YPZ4
HLA-DRB1	Q7YPZ5
HLA-DRB1	Q7YPZ8
HLA-DRB1	Q7YPZ9
HLA-DRB1	Q7YQ27
HLA-DRB1	Q7YQ30
HLA-DRB1	Q7YQ31
HLA-DRB1	Q7YQ32
HLA-DRB1	Q7YQ35
HLA-DRB1	Q7YQ99
HLA-DRB1	Q7YQA2
HLA-DRB1	Q7YQA4
HLA-DRB1	Q7YQA6
HLA-DRB1	Q7YQA7
HLA-DRB1	Q7YQA8
HLA-DRB1	Q860B8
HLA-DRB1	Q860C0
HLA-DRB1	Q860E1
HLA-DRB1	Q860E3
HLA-DRB1	Q860E4
HLA-DRB1	Q860E6
HLA-DRB1	Q860I1
HLA-DRB1	Q860I2
HLA-DRB1	Q860I3
HLA-DRB1	Q860I8
HLA-DRB1	Q860S1
HLA-DRB1	Q860S2
HLA-DRB1	Q860S7
HLA-DRB1	Q860S8
HLA-DRB1	Q860S9
HLA-DRB1	Q860T0
HLA-DRB1	Q860V5
HLA-DRB1	Q860Y4
HLA-DRB1	Q860Y8
HLA-DRB1	Q861A4
HLA-DRB1	Q861A5
HLA-DRB1	Q861B0
HLA-DRB1	Q861B8
HLA-DRB1	Q861C6
HLA-DRB1	Q861F8
HLA-DRB1	Q861G1
HLA-DRB1	Q861G2
HLA-DRB1	Q861G3
HLA-DRB1	Q861G4
HLA-DRB1	Q861G5
HLA-DRB1	Q861H2
HLA-DRB1	Q861H3
HLA-DRB1	Q861H6
HLA-DRB1	Q861H9
HLA-DRB1	Q8HWG3
HLA-DRB1	Q8HWG4
HLA-DRB1	Q8HWG5
HLA-DRB1	Q8HWL8
HLA-DRB1	Q8HWN1
HLA-DRB1	Q8HWN2
HLA-DRB1	Q8HWN3
HLA-DRB1	Q8HWN4
HLA-DRB1	Q8HWS6
HLA-DRB1	Q8HWS9
HLA-DRB1	Q8HWT8
HLA-DRB1	Q8MGY2
HLA-DRB1	Q8MGY3
HLA-DRB1	Q8MGY6
HLA-DRB1	Q8MGZ7
HLA-DRB1	Q8MGZ9
HLA-DRB1	Q8MH61
HLA-DRB1	Q8MHQ0
HLA-DRB1	Q8NEI3
HLA-DRB1	Q8SNB5
HLA-DRB1	Q8SNC0
HLA-DRB1	Q8SNC2
HLA-DRB1	Q8SNC3
HLA-DRB1	Q8SND0
HLA-DRB1	Q8SP67
HLA-DRB1	Q8SP68
HLA-DRB1	Q8TB62
HLA-DRB1	Q8WLR9
HLA-DRB1	Q8WLS0
HLA-DRB1	Q8WLU0
HLA-DRB1	Q8WLU1
HLA-DRB1	Q8WMA1
HLA-DRB1	Q95381
HLA-DRB1	Q95384
HLA-DRB1	Q95386
HLA-DRB1	Q95465
HLA-DRB1	Q95HK2
HLA-DRB1	Q95HK3
HLA-DRB1	Q95HK4
HLA-DRB1	Q95HK5
HLA-DRB1	Q95HK6
HLA-DRB1	Q95HK7
HLA-DRB1	Q95HK8
HLA-DRB1	Q95HK9
HLA-DRB1	Q95HL4
HLA-DRB1	Q95HN0
HLA-DRB1	Q95HN2
HLA-DRB1	Q95HN3
HLA-DRB1	Q95IE2
HLA-DRB1	Q95IE4
HLA-DRB1	Q95IE6
HLA-DRB1	Q95IF0
HLA-DRB1	Q95IF1
HLA-DRB1	Q95IG7
HLA-DRB1	Q95IH1
HLA-DRB1	Q95IT4
HLA-DRB1	Q9BCM2
HLA-DRB1	Q9BCM3
HLA-DRB1	Q9BCN3
HLA-DRB1	Q9BCN9
HLA-DRB1	Q9BCP4
HLA-DRB1	Q9BCP6
HLA-DRB1	Q9BCP7
HLA-DRB1	Q9BCP8
HLA-DRB1	Q9BCP9
HLA-DRB1	Q9BCQ0
HLA-DRB1	Q9BCQ2
HLA-DRB1	Q9BCS5
HLA-DRB1	Q9BCS6
HLA-DRB1	Q9BCS7
HLA-DRB1	Q9BCS8
HLA-DRB1	Q9BCT6
HLA-DRB1	Q9BD02
HLA-DRB1	Q9BD07
HLA-DRB1	Q9BD12
HLA-DRB1	Q9BD24
HLA-DRB1	Q9BD26
HLA-DRB1	Q9BD27
HLA-DRB1	Q9BD34
HLA-DRB1	Q9BD35
HLA-DRB1	Q9BD47
HLA-DRB1	Q9GIL4
HLA-DRB1	Q9GIL7
HLA-DRB1	Q9GIX0
HLA-DRB1	Q9GIX7
HLA-DRB1	Q9GIY6
HLA-DRB1	Q9GIY9
HLA-DRB1	Q9GJ28
HLA-DRB1	Q9GJ37
HLA-DRB1	Q9GJ59
HLA-DRB1	Q9GJE9
HLA-DRB1	Q9GJF7
HLA-DRB1	Q9GJG1
HLA-DRB1	Q9GJG2
HLA-DRB1	Q9GJM1
HLA-DRB1	Q9MY29
HLA-DRB1	Q9MY46
HLA-DRB1	Q9MY65
HLA-DRB1	Q9MY77
HLA-DRB1	Q9MY83
HLA-DRB1	Q9MY91
HLA-DRB1	Q9MYA0
HLA-DRB1	Q9MYA1
HLA-DRB1	Q9MYB9
HLA-DRB1	Q9MYC2
HLA-DRB1	Q9MYD7
HLA-DRB1	Q9MYD9
HLA-DRB1	Q9MYG3
HLA-DRB1	Q9MYH1
HLA-DRB1	Q9TP67
HLA-DRB1	Q9TP92
HLA-DRB1	Q9TP93
HLA-DRB1	Q9TP94
HLA-DRB1	Q9TP96
HLA-DRB1	Q9TP97
HLA-DRB1	Q9TPB7
HLA-DRB1	Q9TPE1
HLA-DRB1	Q9TPW2
HLA-DRB1	Q9TPW8
HLA-DRB1	Q9TPX0
HLA-DRB1	Q9TQ23
HLA-DRB1	Q9TQ38
HLA-DRB1	Q9TQ39
HLA-DRB1	Q9TQ40
HLA-DRB1	Q9TQ41
HLA-DRB1	Q9TQ42
HLA-DRB1	Q9TQ43
HLA-DRB1	Q9TQ44
HLA-DRB1	Q9TQ45
HLA-DRB1	Q9TQ46
HLA-DRB1	Q9TQ47
HLA-DRB1	Q9TQ48
HLA-DRB1	Q9TQ49
HLA-DRB1	Q9TQ50
HLA-DRB1	Q9TQ51
HLA-DRB1	Q9TQ52
HLA-DRB1	Q9TQ53
HLA-DRB1	Q9TQ54
HLA-DRB1	Q9TQ55
HLA-DRB1	Q9TQ56
HLA-DRB1	Q9TQ57
HLA-DRB1	Q9TQ58
HLA-DRB1	Q9TQ59
HLA-DRB1	Q9TQ60
HLA-DRB1	Q9TQ61
HLA-DRB1	Q9TQ62
HLA-DRB1	Q9TQ63
HLA-DRB1	Q9TQ64
HLA-DRB1	Q9TQ70
HLA-DRB1	Q9TQ77
HLA-DRB1	Q9TQ78
HLA-DRB1	Q9TQ83
HLA-DRB1	Q9TQD8
HLA-DRB1	Q9TQD9
HLA-DRB1	Q9TQE1
HLA-DRB1	Q9UEX9
HLA-DRB1	Q9UIM7
HLA-DRB1	Q9UM34
HLA-DRB1	Q9UM35
HLA-DRB1	Q9UM36
HLA-DRB1	Q9UM38
HLA-DRB1	Q9UQT8
HLA-DRB1	Q9XRW9
HLA-DRB1	Q9Y454
HLA-DRB1	Q9Y4H8
HLA-DRB1	R4KXM4
HLA-DRB1	R4KZR5
HLA-DRB1	R4L7W4
HLA-DRB1	R4L8Z3
HLA-DRB1	R4QGJ7
HLA-DRB1	R4QIS9
HLA-DRB1	R4QQZ7
HLA-DRB1	R4QU67
HLA-DRB1	R4ZH04
HLA-DRB1	R9R082
HLA-DRB1	R9RSI5
HLA-DRB1	R9RUZ7
HLA-DRB1	R9USG0
HLA-DRB1	R9WRN8
HLA-DRB1	R9WRP1
HLA-DRB1	R9WSK7
HLA-DRB1	R9WTI1
HLA-DRB1	R9WTI5
HLA-DRB1	R9WU62
HLA-DRB1	R9WVY2
HLA-DRB1	R9WVY8
HLA-DRB1	S0F0E9
HLA-DRB1	S0F0N0
HLA-DRB1	S0F159
HLA-DRB1	S0F2C1
HLA-DRB1	S0F2C4
HLA-DRB1	S0F2C5
HLA-DRB1	S0F2C6
HLA-DRB1	S0F2C7
HLA-DRB1	S0F2C8
HLA-DRB1	S0F2C9
HLA-DRB1	S0F2D0
HLA-DRB1	S0F2D1
HLA-DRB1	S0F2D2
HLA-DRB1	S0F2D3
HLA-DRB1	S0F2D5
HLA-DRB1	S0F2J6
HLA-DRB1	S0F2J8
HLA-DRB1	S0F2K1
HLA-DRB1	S0F2K3
HLA-DRB1	S0F2K5
HLA-DRB1	S0F2K8
HLA-DRB1	S0F2K9
HLA-DRB1	S0F3B4
HLA-DRB1	S0F3B5
HLA-DRB1	S0F3B6
HLA-DRB1	S0F3B7
HLA-DRB1	S0F3B8
HLA-DRB1	S0F3B9
HLA-DRB1	S0F3C0
HLA-DRB1	S0F3H9
HLA-DRB1	S0F3I7
HLA-DRB1	S0F3J0
HLA-DRB1	S0F3J2
HLA-DRB1	S0F3J5
HLA-DRB1	S0F3J7
HLA-DRB1	S0F3J9
HLA-DRB1	S0F3K2
HLA-DRB1	S4T6L2
HLA-DRB1	S4T6L5
HLA-DRB1	S4T6L7
HLA-DRB1	S4T6L9
HLA-DRB1	S4T6M1
HLA-DRB1	S4T6M2
HLA-DRB1	S4T6Q5
HLA-DRB1	S4T6Q7
HLA-DRB1	S4T6Q8
HLA-DRB1	S4T6Q9
HLA-DRB1	S4T6R0
HLA-DRB1	S4T6T7
HLA-DRB1	S4T6T9
HLA-DRB1	S4T6U0
HLA-DRB1	S4T6U3
HLA-DRB1	S4T6U6
HLA-DRB1	S4T706
HLA-DRB1	S4T707
HLA-DRB1	S4T710
HLA-DRB1	S4T713
HLA-DRB1	S4T716
HLA-DRB1	S4T755
HLA-DRB1	S4T756
HLA-DRB1	S4T757
HLA-DRB1	S4T758
HLA-DRB1	S4T759
HLA-DRB1	S4T760
HLA-DRB1	S4TZE4
HLA-DRB1	S4TZG3
HLA-DRB1	S4TZL3
HLA-DRB1	S4TZL7
HLA-DRB1	S5TPR9
HLA-DRB1	S5TPS4
HLA-DRB1	S5TPS8
HLA-DRB1	S5TRE6
HLA-DRB1	S5TRF0
HLA-DRB1	S5TRF5
HLA-DRB1	S5TYJ0
HLA-DRB1	S5TYJ5
HLA-DRB1	S5TYK0
HLA-DRB1	S5UF40
HLA-DRB1	S5UF44
HLA-DRB1	S5UF48
HLA-DRB1	S5UGF8
HLA-DRB1	S5UGG1
HLA-DRB1	S5UGG7
HLA-DRB1	S6AP21
HLA-DRB1	S6AU78
HLA-DRB1	S6B225
HLA-DRB1	S6B6T3
HLA-DRB1	S6BVK7
HLA-DRB1	S6BVM7
HLA-DRB1	S6DRI6
HLA-DRB1	T1R352
HLA-DRB1	T1R361
HLA-DRB1	T1R377
HLA-DRB1	T1R3A9
HLA-DRB1	T1R3B5
HLA-DRB1	T1R3D1
HLA-DRB1	T1WFE7
HLA-DRB1	T1WG71
HLA-DRB1	T2DPX1
HLA-DRB1	U3PQS9
HLA-DRB1	U3PQT4
HLA-DRB1	U3PQT7
HLA-DRB1	U3PRN8
HLA-DRB1	U3PRP1
HLA-DRB1	U3PRP5
HLA-DRB1	U3PSR8
HLA-DRB1	U3PSS2
HLA-DRB1	U3PSS5
HLA-DRB1	U3PUN8
HLA-DRB1	U3PUP3
HLA-DRB1	U3PUP7
HLA-DRB1	U3PXT8
HLA-DRB1	U3PXU1
HLA-DRB1	U3PXU4
HLA-DRB1	U3RCQ1
HLA-DRB1	U3RD04
HLA-DRB1	U3RF91
HLA-DRB1	U3RHE3
HLA-DRB1	U3UA21
HLA-DRB1	U5F074
HLA-DRB1	U5IQJ3
HLA-DRB1	U5IQQ1
HLA-DRB1	U5IRI6
HLA-DRB1	U5ISB2
HLA-DRB1	U5IT82
HLA-DRB1	U5XKZ8
HLA-DRB1	U5YLY3
HLA-DRB1	U5YQ41
HLA-DRB1	U6BZR3
HLA-DRB1	U6EFL1
HLA-DRB1	U6EFS4
HLA-DRB1	U6EFX2
HLA-DRB1	V5J9W1
HLA-DRB1	V5J9Z3
HLA-DRB1	V5JA18
HLA-DRB1	V5JA83
HLA-DRB1	V5JAA0
HLA-DRB1	V5JAC9
HLA-DRB1	V5JAP2
HLA-DRB1	V5JAR0
HLA-DRB1	V5NR41
HLA-DRB1	V5RNU3
HLA-DRB1	V6AQ63
HLA-DRB1	V6BNZ6
HLA-DRB1	V6BPA6
HLA-DRB1	V9N2U6
HLA-DRB1	V9N2Y1
HLA-DRB1	V9N336
HLA-DRB1	V9N379
HLA-DRB1	V9N3I1
HLA-DRB1	W0GCL0
HLA-DRB1	W0GCN6
HLA-DRB1	W0HE50
HLA-DRB1	W0HE86
HLA-DRB1	W0HE91
HLA-DRB1	W0HHN7
HLA-DRB1	W0HIJ7
HLA-DRB1	W0HIT3
HLA-DRB1	W0NT93
HLA-DRB1	W0NTG8
HLA-DRB1	W1I181
HLA-DRB1	W1I364
HLA-DRB1	W1I684
HLA-DRB1	W1I6D2
HLA-DRB1	W1I840
HLA-DRB1	W1I8Y2
HLA-DRB1	W1I9X3
HLA-DRB1	W1IA32
HLA-DRB1	W5REC0
HLA-DRB1	W6MVR4
HLA-DRB1	W8GJF8
HLA-DRB1	W8PC28
HLA-DRB1	W8SMC7
HLA-DRB1	W8TKF5
HLA-DRB1	W8XAA3
HLA-DRB1	W8Y519
HLA-DRB1	W8YE16
HLA-DRB1	W8YE22
HLA-DRB1	X2FP19
HLA-DRB1	X5CF47
HLA-DRB1	X5D7I1
HLA-DRB1	X5DNQ0
HLA-DRB1	X5LKC7
HLA-DRB1	X5LU45
HLA-DRB1	X5MNT1
HLA-DRB1	X5MPH0
HLA-DRB1	X5MPH6
HLA-DRB5	A0A024F8R0
HLA-DRB5	A0A024F8S6
HLA-DRB5	A0A024F9V3
HLA-DRB5	A0A068B7P5
HLA-DRB5	A0A0P1GL35
HLA-DRB5	A0A0Y0BU96
HLA-DRB5	A0A173ADR4
HLA-DRB5	A0A173ADR5
HLA-DRB5	A0A173ADR6
HLA-DRB5	A0A173ADR7
HLA-DRB5	A0A173ADS0
HLA-DRB5	A0A173ADS1
HLA-DRB5	A0A173ADS8
HLA-DRB5	A0A173ADW6
HLA-DRB5	A0A173ADY0
HLA-DRB5	A0A180H5P8
HLA-DRB5	A0A180H5R4
HLA-DRB5	A0A180H5S5
HLA-DRB5	A0A180H5X1
HLA-DRB5	A0A180H6K7
HLA-DRB5	A0A180H6P7
HLA-DRB5	A0A180H767
HLA-DRB5	A0A1B0Z6G7
HLA-DRB5	A0A1C8DWJ8
HLA-DRB5	A0A1L2BMT2
HLA-DRB5	A0A1L2BMT6
HLA-DRB5	A0A1L2BMT9
HLA-DRB5	A0A1L2BMU9
HLA-DRB5	A0A1L2BMV3
HLA-DRB5	A0A1S5QRP1
HLA-DRB5	A0A1S5QRQ1
HLA-DRB5	A0A1S5QRQ2
HLA-DRB5	A0A1S5QRQ4
HLA-DRB5	A0A1X9I553
HLA-DRB5	A0A1X9I554
HLA-DRB5	A0A1X9I562
HLA-DRB5	A0A1X9I564
HLA-DRB5	A0A1X9I565
HLA-DRB5	A0A1X9I571
HLA-DRB5	A0A1X9I574
HLA-DRB5	A0A1X9I575
HLA-DRB5	A0A1X9I577
HLA-DRB5	A0A1X9I580
HLA-DRB5	A0A1X9I586
HLA-DRB5	A0A1X9I596
HLA-DRB5	A0A1X9I5B4
HLA-DRB5	A0A1X9I5C0
HLA-DRB5	A0A1X9I5D1
HLA-DRB5	A0A1X9I5D5
HLA-DRB5	A0A1X9I5D9
HLA-DRB5	A0A1X9I5E6
HLA-DRB5	A0A1X9I5N7
HLA-DRB5	A0A1X9I5Q0
HLA-DRB5	A0A1X9I615
HLA-DRB5	A0A1X9I631
HLA-DRB5	A0A1X9I652
HLA-DRB5	A0A1X9I6N1
HLA-DRB5	A0A1X9I6P2
HLA-DRB5	A0A1X9I6P7
HLA-DRB5	A0A286MCI7
HLA-DRB5	A0A286MCI8
HLA-DRB5	A0A286MCI9
HLA-DRB5	A0A286MCJ0
HLA-DRB5	A0A288Q9N4
HLA-DRB5	A0A288QAF4
HLA-DRB5	A0A288QSA1
HLA-DRB5	A0A2D1CBP1
HLA-DRB5	A0A2H4FZY0
HLA-DRB5	A0A2H4FZY7
HLA-DRB5	A0A2H4FZZ0
HLA-DRB5	A0A2H4FZZ2
HLA-DRB5	A0A2H4FZZ8
HLA-DRB5	A0A2H4G000
HLA-DRB5	A0A2H4G0J5
HLA-DRB5	A0A2H4G2W3
HLA-DRB5	A0A2H4G4F0
HLA-DRB5	A0A2H4G4H7
HLA-DRB5	A0A2H4V0T3
HLA-DRB5	A0A2H4V0T6
HLA-DRB5	A0A2H4V0U7
HLA-DRB5	A0A2I4Q009
HLA-DRB5	A0A2I4Q025
HLA-DRB5	A0A2U7MWQ3
HLA-DRB5	A0A2U7MWQ4
HLA-DRB5	A0A2U7MZV1
HLA-DRB5	A0A2U7N3K4
HLA-DRB5	A0A2U7N6X0
HLA-DRB5	A0A2U7N9V7
HLA-DRB5	A0A2U7NEG4
HLA-DRB5	A0A2U7NH21
HLA-DRB5	A0A2U7NH26
HLA-DRB5	A0A2U7NIE0
HLA-DRB5	A0A2U7NN64
HLA-DRB5	A0A2Z4LKS3
HLA-DRB5	A0A346MPT5
HLA-DRB5	A0A346XQV5
HLA-DRB5	A0A3S6RGV0
HLA-DRB5	A0A3S6RGV1
HLA-DRB5	A0A3S6RGV4
HLA-DRB5	A0A3S6RGV6
HLA-DRB5	A0A3S6RGV7
HLA-DRB5	A0A3S6RGV9
HLA-DRB5	A0A3S6RGW1
HLA-DRB5	A0A3S6RGW3
HLA-DRB5	A0A3S6RGW4
HLA-DRB5	A0A3S6RGW5
HLA-DRB5	A0A3S6RGW6
HLA-DRB5	A0A3S6RGW8
HLA-DRB5	A0A3S6RGW9
HLA-DRB5	A0A3S6RGX0
HLA-DRB5	A0A3S6RGX1
HLA-DRB5	A0A3S6RGX2
HLA-DRB5	A0A3S6RGX3
HLA-DRB5	A0A3S6RGX4
HLA-DRB5	A0A3S6RGX5
HLA-DRB5	A0A3S6RGX7
HLA-DRB5	A0A3S6RGX9
HLA-DRB5	A0A3S6RGY0
HLA-DRB5	A0A3S6RGY1
HLA-DRB5	A0A3S6RGY2
HLA-DRB5	A0A3S6RGY4
HLA-DRB5	A0A3S6RGY6
HLA-DRB5	A0A3S6RGY7
HLA-DRB5	A0A3S6RGY9
HLA-DRB5	A0A3S6RGZ1
