Entrez.Gene,Symbol,metaZscore,metaPval,effect,Pval.adj,Bonferroni,maxFC,avgFC,BraakR,atrophyR
257397,TAB3,-5.123010716,3.01E-07,--?---,3.08E-06,0.007075359,0.60,0.82,,
4358,MPV17,-5.122943703,3.01E-07,--?---,3.08E-06,0.007077875,0.79,0.92,,-0.4636
54065,SMIM11,-5.122386091,3.02E-07,?-?---,3.08E-06,0.007098845,0.80,0.90,,
51564,HDAC7,5.122317266,3.02E-07,+-?+++,3.08E-06,0.007101437,1.30,1.11,0.6488,0.5262
7122,CLDN5,5.12193602,3.02E-07,++++++,3.09E-06,0.007115813,1.56,1.27,,0.4869
9034,CCRL2,5.121519349,3.03E-07,?+?++-,3.10E-06,0.007131558,1.24,1.09,,0.4691
9899,SV2B,-5.121413603,3.03E-07,--?---,3.10E-06,0.007135559,0.40,0.68,-0.6386,-0.5431
8942,KYNU,5.121329254,3.03E-07,?+?+++,3.10E-06,0.007138752,1.21,1.16,,
149421,,-5.120855795,3.04E-07,???--?,3.10E-06,0.007156701,0.64,0.70,,
5355,PLP2,5.120392428,3.05E-07,?+++++,3.11E-06,0.007174309,1.46,1.21,,
11176,BAZ2A,5.119774548,3.06E-07,++?+++,3.12E-06,0.007197854,1.39,1.14,,
11272,PRR4,-5.119198361,3.07E-07,+-?--+,3.13E-06,0.007219877,0.78,0.93,-0.631,-0.511
145873,MESP2,-5.11908596,3.07E-07,--?--+,3.13E-06,0.007224181,0.83,0.91,,-0.5215
9060,PAPSS2,5.118497851,3.08E-07,++?++-,3.13E-06,0.00724674,1.44,1.18,,0.5189
283417,DPY19L2,-5.118300003,3.08E-07,--?---,3.14E-06,0.007254344,0.73,0.82,,-0.4923
284013,VMO1,5.116775593,3.11E-07,???+++,3.16E-06,0.007313195,1.12,1.09,,
79680,C22orf29,-5.11617898,3.12E-07,--?--?,3.17E-06,0.007336353,0.84,0.88,,-0.4407
83694,RPS6KL1,-5.116093457,3.12E-07,--?---,3.17E-06,0.007339679,0.80,0.88,,-0.5078
135295,SRSF12,-5.115658299,3.13E-07,--?---,3.18E-06,0.007356622,0.68,0.83,,
6697,SPR,5.115516812,3.13E-07,-+?+++,3.18E-06,0.007362139,1.25,1.09,0.5904,0.4944
968,CD68,5.115270439,3.13E-07,???+++,3.18E-06,0.007371755,1.34,1.26,,
1545,CYP1B1,5.114282291,3.15E-07,+-++++,3.19E-06,0.007410446,1.91,1.39,,
27255,CNTN6,-5.113391033,3.16E-07,-+?---,3.21E-06,0.007445511,0.68,0.84,-0.6072,-0.5357
2771,GNAI2,5.112722946,3.18E-07,+-?+++,3.22E-06,0.007471901,1.23,1.10,,
8623,ASMTL,-5.112694914,3.18E-07,--?--+,3.22E-06,0.007473011,0.58,0.83,-0.5901,-0.5184
7552,ZNF711,-5.112102765,3.19E-07,-+?---,3.23E-06,0.00749648,0.64,0.85,,
401992,OR2T2,5.111819665,3.19E-07,???++?,3.23E-06,0.007507725,1.32,1.22,0.6113,0.4986
5599,MAPK8,-5.11100719,3.20E-07,--+---,3.24E-06,0.007540089,0.65,0.83,-0.6114,-0.4857
23221,RHOBTB2,-5.110239554,3.22E-07,+----+,3.25E-06,0.007570791,1.33,0.96,,
65263,PYCRL,-5.110007218,3.22E-07,??---+,3.26E-06,0.007580107,0.73,0.85,,-0.5053
9535,GMFG,5.109504556,3.23E-07,?++++-,3.26E-06,0.007600301,1.25,1.12,,
7026,NR2F2,5.108458276,3.25E-07,++++++,3.28E-06,0.007642499,2.33,1.30,,
2115,ETV1,-5.106945985,3.27E-07,--?---,3.30E-06,0.007703894,0.75,0.83,,
5382,PMS2P4,-5.106780443,3.28E-07,-??--+,3.31E-06,0.007710643,0.81,0.93,,
25836,NIPBL,5.106011132,3.29E-07,++?+++,3.32E-06,0.007742083,2.84,1.33,,0.46
7076,TIMP1,5.105917235,3.29E-07,+-?+++,3.32E-06,0.007745929,1.76,1.36,,
6309,SC5D,-5.105293996,3.30E-07,-+?---,3.33E-06,0.007771503,0.63,0.83,,
54386,TERF2IP,-5.102840655,3.35E-07,--?---,3.37E-06,0.007872967,0.63,0.82,-0.6299,-0.511
54856,GON4L,-5.101939636,3.36E-07,--?---,3.38E-06,0.00791055,0.68,0.86,,
53407,STX18,-5.10141828,3.37E-07,--?--+,3.39E-06,0.007932377,0.79,0.91,,
5037,PEBP1,-5.099706924,3.40E-07,--+---,3.42E-06,0.008004431,0.38,0.81,,-0.5299
138649,ANKRD19,-5.099529175,3.40E-07,???--+,3.42E-06,0.008011951,0.74,0.84,-0.5988,-0.5716
154790,CLEC2L,-5.09924991,3.41E-07,--?--?,3.43E-06,0.008023779,0.62,0.78,-0.687,-0.6013
7447,VSNL1,-5.099219059,3.41E-07,--?---,3.43E-06,0.008025087,0.31,0.66,-0.6219,-0.5582
10534,SSSCA1,-5.099168857,3.41E-07,??----,3.43E-06,0.008027215,0.86,0.92,-0.6625,-0.535
114991,ZNF618,5.099075132,3.41E-07,++?+++,3.43E-06,0.008031191,1.54,1.19,,0.5152
200172,SLFNL1,5.099030735,3.41E-07,?+?+++,3.43E-06,0.008033074,1.24,1.10,,0.4814
64779,MTHFSD,-5.098910387,3.42E-07,--?--+,3.43E-06,0.008038183,0.81,0.91,,
84445,LZTS2,5.098781513,3.42E-07,++++++,3.43E-06,0.008043656,1.58,1.20,0.5998,0.4788
60436,TGIF2,5.098449825,3.42E-07,-+?+++,3.43E-06,0.008057761,1.19,1.09,,0.5151
89797,NAV2,5.098099082,3.43E-07,++?+++,3.44E-06,0.008072702,1.84,1.26,,
222865,TMEM130,-5.097411998,3.44E-07,+-----,3.45E-06,0.008102047,0.63,0.82,-0.5932,-0.5596
84441,MAML2,5.09716843,3.45E-07,++?+++,3.45E-06,0.008112475,1.85,1.25,0.6173,0.5681
23428,SLC7A8,-5.096359428,3.46E-07,------,3.46E-06,0.008147203,0.77,0.89,,
2302,FOXJ1,5.096292934,3.46E-07,?+++++,3.46E-06,0.008150063,1.48,1.17,,0.4996
79953,SYNDIG1,-5.095113004,3.49E-07,------,3.48E-06,0.008200988,0.71,0.88,,
55631,LRRC40,-5.094951653,3.49E-07,-+?---,3.49E-06,0.008207976,0.75,0.86,-0.6114,-0.5032
23595,ORC3,-5.094388987,3.50E-07,------,3.49E-06,0.008232389,0.67,0.87,,
3431,SP110,5.094085329,3.50E-07,++++++,3.50E-06,0.008245593,1.46,1.21,0.6705,0.5138
54518,APBB1IP,5.092369005,3.54E-07,++?+++,3.53E-06,0.008320609,1.30,1.16,,
1415,CRYBB2,-5.091676043,3.55E-07,???--+,3.54E-06,0.008351082,0.60,0.80,,
1186,CLCN7,5.091660673,3.55E-07,+++++-,3.54E-06,0.00835176,1.36,1.13,0.6168,0.4961
645676,ASH1L-AS1,-5.090490958,3.57E-07,--?--?,3.56E-06,0.008403448,0.67,0.84,,
4772,NFATC1,5.09038927,3.57E-07,++?+++,3.56E-06,0.008407956,1.41,1.17,0.6005,0.5288
54822,TRPM7,5.090175953,3.58E-07,++?+++,3.56E-06,0.00841742,1.20,1.12,0.604,0.5515
9867,PJA2,-5.090161584,3.58E-07,--?---,3.56E-06,0.008418058,0.70,0.84,-0.6127,-0.5047
619208,FAM229B,-5.089532722,3.59E-07,--?---,3.57E-06,0.008446021,0.55,0.83,,
79774,GRTP1,5.088640817,3.61E-07,++?+++,3.59E-06,0.008485834,2.02,1.23,,
9202,ZMYM4,-5.087702363,3.62E-07,------,3.60E-06,0.008527921,0.76,0.88,,
5505,PPP1R2P1,-5.087621521,3.63E-07,??---?,3.60E-06,0.008531556,0.82,0.88,,-0.4516
56935,SMCO4,5.087591158,3.63E-07,-++++-,3.60E-06,0.008532921,0.79,1.04,,
9459,ARHGEF6,5.087589946,3.63E-07,++?+++,3.60E-06,0.008532976,1.23,1.14,0.7269,0.5924
1974,EIF4A2,-5.085620491,3.66E-07,--?---,3.64E-06,0.008622006,0.62,0.80,-0.6014,-0.4674
79712,GTDC1,-5.085545699,3.67E-07,-+?---,3.64E-06,0.008625405,0.59,0.84,-0.6778,-0.5445
4017,LOXL2,5.085478911,3.67E-07,++?+++,3.64E-06,0.008628441,1.34,1.12,0.6051,0.5056
1012,CDH13,-5.083387339,3.71E-07,--?---,3.67E-06,0.008724042,0.67,0.77,-0.629,-0.5478
125113,KRT222,-5.083313107,3.71E-07,--?--?,3.67E-06,0.008727454,0.43,0.71,-0.6695,-0.5659
5019,OXCT1,-5.083232741,3.71E-07,--?---,3.67E-06,0.008731149,0.56,0.77,-0.6212,-0.5111
7345,UCHL1,-5.082800462,3.72E-07,------,3.68E-06,0.00875105,0.46,0.72,-0.6167,-0.5102
120935,CCDC38,5.082559876,3.72E-07,?+?+++,3.68E-06,0.008762145,1.19,1.10,,
26985,AP3M1,5.082256055,3.73E-07,++?++-,3.69E-06,0.008776176,1.44,1.13,0.6343,0.5494
142940,TRUB1,-5.081380969,3.75E-07,--?---,3.70E-06,0.008816709,0.79,0.86,-0.6215,-0.5142
3029,HAGH,-5.080205919,3.77E-07,--?---,3.73E-06,0.008871421,0.80,0.90,,-0.4985
57470,LRRC47,-5.079503775,3.78E-07,------,3.74E-06,0.00890427,0.76,0.89,,-0.4691
81567,TXNDC5,5.079307934,3.79E-07,???++?,3.74E-06,0.008913453,1.15,1.13,0.6076,0.5009
11250,GPR45,-5.078754862,3.80E-07,???---,3.75E-06,0.008939436,0.91,0.93,,
9666,DZIP3,-5.078447467,3.81E-07,------,3.75E-06,0.008953909,0.49,0.81,,-0.4631
388526,,-5.077825686,3.82E-07,???--?,3.76E-06,0.008983253,0.69,0.74,,
6844,VAMP2,-5.07715395,3.83E-07,------,3.78E-06,0.009015059,0.61,0.80,-0.6754,-0.6007
6181,RPLP2,5.076868247,3.84E-07,+?+++?,3.78E-06,0.00902862,1.27,1.17,,0.4547
5163,PDK1,-5.076664688,3.84E-07,--+---,3.78E-06,0.009038293,0.49,0.87,,
2241,FER,5.076569299,3.84E-07,++?+++,3.78E-06,0.00904283,1.33,1.10,,
3576,IL8,5.076442978,3.85E-07,++?+++,3.78E-06,0.009048841,1.50,1.32,,
57414,RHBDD2,-5.076190554,3.85E-07,--?---,3.79E-06,0.009060865,0.59,0.78,-0.6705,-0.5593
24140,FTSJ1,-5.075215343,3.87E-07,--?---,3.81E-06,0.009107461,0.85,0.92,,-0.4542
89795,NAV3,-5.075087952,3.87E-07,--?---,3.81E-06,0.009113564,0.71,0.83,-0.6379,-0.5079
1650,DDOST,-5.074403918,3.89E-07,--?--+,3.82E-06,0.009146407,0.66,0.85,,
54928,IMPAD1,-5.074224063,3.89E-07,--?---,3.82E-06,0.009155061,0.60,0.80,,
54886,LPPR1,-5.072136857,3.93E-07,+-?---,3.86E-06,0.009256074,1.56,0.96,,
55592,GOLGA2P5,5.072116979,3.93E-07,++?++-,3.86E-06,0.009257041,1.34,1.13,,
2874,GPS2,5.071986162,3.94E-07,++?+++,3.86E-06,0.009263409,1.47,1.15,,
6939,TCF15,5.071879846,3.94E-07,???+++,3.86E-06,0.009268587,1.20,1.13,,0.5101
200734,SPRED2,-5.071293982,3.95E-07,------,3.87E-06,0.00929717,0.75,0.89,,
1549,CYP2A7,-5.070530602,3.97E-07,???---,3.89E-06,0.009334542,0.84,0.88,,
50515,CHST11,5.070263916,3.97E-07,++?+++,3.89E-06,0.009347632,2.08,1.25,,0.443
144983,RP11-78J21.1,-5.070059605,3.98E-07,???---,3.89E-06,0.009357672,0.84,0.89,,
219848,,-5.069511937,3.99E-07,???--?,3.90E-06,0.009384638,0.80,0.83,,
55347,ABHD10,-5.069100483,4.00E-07,------,3.91E-06,0.009404945,0.53,0.81,,
117143,TADA1,-5.067683466,4.03E-07,--?---,3.94E-06,0.009475209,0.58,0.82,,-0.4419
7222,TRPC3,-5.066355466,4.06E-07,+-?---,3.96E-06,0.009541518,0.74,0.90,-0.6436,-0.4435
80019,UBTD1,5.066238972,4.06E-07,++++++,3.96E-06,0.009547356,1.33,1.13,0.6236,0.4789
285941,C7orf71,5.065973095,4.06E-07,+??++?,3.97E-06,0.009560693,1.15,1.12,,
80031,SEMA6D,-5.065402138,4.08E-07,--?---,3.98E-06,0.009589395,0.66,0.85,,
7247,TSN,-5.065386688,4.08E-07,--?---,3.98E-06,0.009590173,0.83,0.89,,
10570,DPYSL4,-5.063316785,4.12E-07,+-----,4.02E-06,0.009694933,1.32,0.96,,
441127,,-5.063158338,4.12E-07,???--?,4.02E-06,0.009702997,0.88,0.89,,
5606,MAP2K3,5.062703739,4.13E-07,???++-,4.03E-06,0.009726171,1.16,1.07,,
391020,,5.062492361,4.14E-07,???++?,4.03E-06,0.009736965,1.75,1.45,,
133022,TRAM1L1,-5.0622453,4.14E-07,--?---,4.03E-06,0.009749595,0.46,0.79,,
292,SLC25A5,-5.061401066,4.16E-07,-----+,4.05E-06,0.009792873,0.60,0.86,-0.6798,-0.5207
202451,,-5.060795854,4.18E-07,???--?,4.06E-06,0.009824012,0.83,0.86,,
124935,SLC43A2,-5.060604549,4.18E-07,--+---,4.06E-06,0.009833874,0.88,0.93,,-0.4547
29902,FAM216A,-5.059665963,4.20E-07,------,4.08E-06,0.009882402,0.49,0.78,,
138199,C9orf41,-5.059427663,4.21E-07,+-?---,4.09E-06,0.00989476,0.77,0.91,,
8891,EIF2B3,-5.05899209,4.21E-07,--?---,4.09E-06,0.009917386,0.64,0.86,-0.6374,-0.5636
10110,SGK2,-5.058594168,4.22E-07,--?---,4.10E-06,0.009938099,0.78,0.86,,
51154,MRTO4,-5.058131723,4.23E-07,--?---,4.11E-06,0.009962224,0.71,0.86,-0.6462,-0.5889
399947,C11orf87,-5.057692416,4.24E-07,--?---,4.11E-06,0.009985195,0.63,0.79,-0.6668,-0.5689
641367,,-5.057668102,4.24E-07,???--+,4.11E-06,0.009986468,0.85,0.93,,
10061,ABCF2,-5.056158097,4.28E-07,------,4.15E-06,0.010065822,0.77,0.91,,-0.4845
1006,CDH8,-5.056045977,4.28E-07,--?---,4.15E-06,0.010071738,0.60,0.76,-0.6724,-0.5456
23057,NMNAT2,-5.05600238,4.28E-07,--?---,4.15E-06,0.01007404,0.32,0.68,-0.613,-0.552
84185,,-5.055046072,4.30E-07,???--?,4.16E-06,0.01012465,0.93,0.94,,
55230,USP40,5.054682373,4.31E-07,++?++-,4.17E-06,0.010143963,1.23,1.10,,
148046,C19orf23,5.054324575,4.32E-07,???+++,4.18E-06,0.010162996,1.09,1.05,,0.465
5899,RALB,-5.054214291,4.32E-07,-+?---,4.18E-06,0.01016887,0.68,0.82,-0.6677,-0.4768
11314,CD300A,5.053638896,4.33E-07,++?+++,4.19E-06,0.010199568,1.59,1.18,,
57613,KIAA1467,-5.053221651,4.34E-07,--?---,4.20E-06,0.010221885,0.65,0.80,-0.685,-0.5607
7321,UBE2D1,-5.052992518,4.35E-07,-+?---,4.20E-06,0.01023416,0.75,0.89,,
9500,MAGED1,-5.052439243,4.36E-07,--?---,4.21E-06,0.01026386,0.53,0.79,-0.6448,-0.5243
25777,SUN2,5.052283797,4.37E-07,++?+++,4.21E-06,0.010272219,1.34,1.17,0.6655,0.5311
25791,NGEF,-5.052007014,4.37E-07,-----+,4.22E-06,0.010287119,0.71,0.84,-0.6953,-0.5968
3842,TNPO1,5.051087421,4.39E-07,++?++-,4.23E-06,0.010336775,2.30,1.29,0.6755,0.5573
3036,HAS1,-5.050565718,4.41E-07,-??--+,4.24E-06,0.010365048,0.59,0.80,-0.6662,-0.5494
2274,FHL2,-5.05041816,4.41E-07,--?---,4.25E-06,0.010373058,0.50,0.76,-0.6626,-0.5194
137970,UNC5D,-5.050048018,4.42E-07,--?---,4.25E-06,0.010393178,0.64,0.82,-0.6797,-0.5279
9903,KLHL21,5.049476925,4.43E-07,++?++-,4.26E-06,0.010424295,1.46,1.18,0.6217,0.5145
291,SLC25A4,-5.048905177,4.44E-07,--?---,4.27E-06,0.010455537,0.53,0.77,-0.6371,-0.5107
55667,DENND4C,5.047940973,4.47E-07,++?+++,4.29E-06,0.010508429,1.21,1.11,0.6575,0.5404
60675,PROK2,5.047938786,4.47E-07,???+++,4.29E-06,0.010508549,1.65,1.30,,
9940,DLEC1,5.047530612,4.48E-07,?+?+++,4.30E-06,0.010531018,1.39,1.19,0.6062,0.5446
9794,MAML1,5.047529048,4.48E-07,++?+++,4.30E-06,0.010531104,1.60,1.18,0.6201,0.4984
23259,DDHD2,-5.047025234,4.49E-07,--?---,4.31E-06,0.010558902,0.64,0.84,-0.638,-0.5237
6546,SLC8A1,-5.046841872,4.49E-07,--?---,4.31E-06,0.010569036,0.75,0.84,-0.6081,-0.5285
8914,TIMELESS,5.046559914,4.50E-07,++?++-,4.31E-06,0.010584638,1.18,1.10,,0.4875
387521,TMEM189,5.04395522,4.56E-07,??+++?,4.37E-06,0.010729823,1.51,1.22,,0.4406
26802,RNU47,-5.04388353,4.56E-07,???--?,4.37E-06,0.010733846,0.80,0.81,,
23194,FBXL7,5.043835401,4.56E-07,++++++,4.37E-06,0.010736547,1.39,1.20,0.6584,0.5211
8448,DOC2A,-5.04352615,4.57E-07,--?---,4.38E-06,0.010753922,0.77,0.86,-0.677,-0.6155
6452,SH3BP2,5.042176008,4.60E-07,+-?+++,4.41E-06,0.010830097,1.31,1.14,,0.4582
23312,DMXL2,-5.041852908,4.61E-07,--?---,4.41E-06,0.010848404,0.51,0.74,-0.6508,-0.5222
8807,IL18RAP,5.041802664,4.61E-07,???+++,4.41E-06,0.010851253,1.52,1.28,,
51094,ADIPOR1,-5.041518167,4.62E-07,------,4.42E-06,0.010867401,0.87,0.93,,
441215,,5.041344557,4.62E-07,???++?,4.42E-06,0.010877267,1.24,1.16,,
138428,PTRH1,-5.039836541,4.66E-07,--?--+,4.45E-06,0.010963324,0.87,0.92,-0.597,-0.5497
116443,GRIN3A,-5.039764579,4.66E-07,--?---,4.45E-06,0.010967447,0.57,0.77,-0.6144,-0.484
8507,ENC1,-5.039623249,4.66E-07,------,4.45E-06,0.010975549,0.57,0.74,-0.6101,-0.5133
55113,XKR8,5.038995663,4.68E-07,--+++-,4.47E-06,0.011011595,1.25,1.07,0.651,
4038,LRP4,5.038497498,4.69E-07,++?+++,4.48E-06,0.011040289,3.19,1.45,0.6573,0.5477
85320,ABCC11,-5.038158856,4.70E-07,???--+,4.48E-06,0.011059836,0.82,0.90,,
64359,NXN,5.037332867,4.72E-07,++?+++,4.50E-06,0.011107653,1.61,1.23,0.6596,0.5151
8547,FCN3,5.037002301,4.73E-07,???++-,4.50E-06,0.011126845,1.18,1.08,0.6274,0.509
27065,NSG1,-5.036832486,4.73E-07,--?---,4.51E-06,0.011136717,0.44,0.71,,
23043,TNIK,-5.036749467,4.74E-07,--?---,4.51E-06,0.011141546,0.64,0.85,,
3572,IL6ST,5.036268606,4.75E-07,++?+++,4.52E-06,0.011169557,2.91,1.37,0.6485,0.5387
7378,UPP1,5.036236771,4.75E-07,--++++,4.52E-06,0.011171414,1.41,1.10,,0.4454
9568,GABBR2,-5.036075647,4.75E-07,------,4.52E-06,0.011180817,0.61,0.81,-0.6229,-0.5308
137695,TMEM68,-5.036007917,4.75E-07,------,4.52E-06,0.011184772,0.72,0.89,,
642987,TMEM232,-5.035653204,4.76E-07,-+?---,4.52E-06,0.011205505,0.74,0.89,-0.5986,-0.4885
85461,TANC1,5.034347486,4.79E-07,++?+++,4.55E-06,0.011282146,1.79,1.22,0.5915,0.4768
10807,SDCCAG3,5.03389455,4.81E-07,++?+++,4.56E-06,0.01130885,2.08,1.23,0.6214,0.5123
9129,PRPF3,5.030022091,4.90E-07,++++++,4.65E-06,0.011539661,1.13,1.08,,0.4674
374491,TPTE2P6,-5.029699659,4.91E-07,--?---,4.66E-06,0.011559082,0.62,0.82,,
4258,MGST2,5.029669797,4.91E-07,-++++-,4.66E-06,0.011560883,0.66,1.02,,0.4946
55365,TMEM176A,5.029273923,4.92E-07,?+?+++,4.67E-06,0.011584775,1.53,1.19,0.6571,0.4659
92154,MTSS1L,5.028867802,4.93E-07,++?+++,4.67E-06,0.011609335,1.38,1.24,,0.4879
978,CDA,5.028087389,4.95E-07,???++-,4.69E-06,0.011656671,1.51,1.22,0.6604,0.5684
4066,LYL1,5.027870628,4.96E-07,??++++,4.69E-06,0.011669851,1.56,1.19,,
81625,,5.027618131,4.97E-07,???++?,4.70E-06,0.011685223,1.22,1.16,,
5604,MAP2K1,-5.027566086,4.97E-07,------,4.70E-06,0.011688394,0.48,0.75,,-0.4656
867,CBL,5.025660952,5.02E-07,++?++-,4.74E-06,0.011805038,1.40,1.12,,
63876,PKNOX2,-5.025618855,5.02E-07,--?---,4.74E-06,0.011807628,0.72,0.86,,-0.4509
79993,ELOVL7,5.025600595,5.02E-07,++?+++,4.74E-06,0.011808752,1.68,1.27,0.6795,0.5386
11200,CHEK2,5.025572986,5.02E-07,???+++,4.74E-06,0.011810451,1.20,1.12,,
27287,VENTX,5.025298231,5.03E-07,???+++,4.74E-06,0.011827373,1.13,1.09,,
90957,DHX57,-5.024696722,5.04E-07,--?---,4.76E-06,0.011864502,0.85,0.90,,
51317,PHF21A,5.024396533,5.05E-07,++++++,4.76E-06,0.011883073,1.43,1.16,0.6464,0.5575
3598,IL13RA2,-5.024136243,5.06E-07,--?---,4.77E-06,0.011899199,0.69,0.77,,
3384,ICAM2,5.023377225,5.08E-07,++?+++,4.78E-06,0.011946342,1.57,1.23,0.606,0.4506
51099,ABHD5,5.021997922,5.11E-07,++?+++,4.82E-06,0.012032474,1.22,1.11,0.6185,0.5216
126308,MOB3A,5.02117649,5.14E-07,++++++,4.84E-06,0.012084053,1.51,1.17,,
81704,DOCK8,5.020306611,5.16E-07,-+?+++,4.85E-06,0.012138907,1.33,1.16,,
120364,,-5.020292803,5.16E-07,???--?,4.85E-06,0.01213978,0.90,0.90,,
201163,FLCN,5.02003833,5.17E-07,++?+++,4.86E-06,0.012155873,2.26,1.29,,
133,ADM,5.019335417,5.19E-07,++?+++,4.87E-06,0.012200434,1.82,1.33,,
132332,TMEM155,-5.019166315,5.19E-07,--?---,4.88E-06,0.012211177,0.50,0.75,-0.6522,-0.5569
51804,SIX4,5.018086612,5.22E-07,++?+++,4.90E-06,0.012279989,1.32,1.15,,
7277,TUBA4A,-5.017014275,5.25E-07,------,4.93E-06,0.012348702,0.44,0.76,-0.6086,-0.544
202781,LOC202781,-5.016893703,5.25E-07,++?--?,4.93E-06,0.012356451,0.83,0.96,,
3959,LGALS3BP,5.016747743,5.26E-07,++++++,4.93E-06,0.012365838,1.51,1.24,,
4489,MT1A,5.01672697,5.26E-07,???+++,4.93E-06,0.012367174,1.95,1.38,,
80100,,5.016338981,5.27E-07,???++?,4.94E-06,0.012392163,1.36,1.24,,
9697,TRAM2,5.01531291,5.29E-07,+-?+++,4.96E-06,0.012458482,1.30,1.14,0.5968,0.4979
50831,TAS2R3,-5.014506,5.32E-07,???--+,4.98E-06,0.012510876,0.92,0.97,,
124,ADH1A,5.014183277,5.33E-07,?+?+++,4.99E-06,0.01253189,1.54,1.21,,0.4533
5627,PROS1,5.012883747,5.36E-07,-+++++,5.02E-06,0.012616855,1.24,1.12,,
57634,EP400,5.012657176,5.37E-07,+-?+++,5.02E-06,0.012631726,4.50,1.38,,
3172,HNF4A,-5.01262397,5.37E-07,--?--+,5.02E-06,0.012633907,0.84,0.93,,-0.4468
7356,SCGB1A1,5.011933341,5.39E-07,???++-,5.04E-06,0.012679346,1.23,1.11,0.6081,0.502
9411,ARHGAP29,5.010586953,5.43E-07,++?+++,5.07E-06,0.012768383,1.40,1.16,,0.4739
86,ACTL6A,5.01016704,5.44E-07,++?++-,5.08E-06,0.012796276,1.35,1.19,0.6795,0.5774
130612,TMEM198,-5.009780788,5.45E-07,+-?--+,5.09E-06,0.012821984,0.81,0.92,-0.6072,-0.5477
1120,CHKB,5.009725863,5.45E-07,++?++?,5.09E-06,0.012825644,1.37,1.14,,
1716,DGUOK,-5.009309986,5.46E-07,--?---,5.10E-06,0.012853387,0.67,0.88,,
6234,RPS28,5.009276225,5.46E-07,++?+++,5.10E-06,0.012855642,1.57,1.19,,
80058,,5.009147897,5.47E-07,???++?,5.10E-06,0.012864216,1.24,1.18,,
124925,SEZ6,-5.008372304,5.49E-07,--?---,5.12E-06,0.012916152,0.74,0.84,-0.6711,-0.557
1278,COL1A2,5.007707276,5.51E-07,++?+++,5.13E-06,0.012960846,2.27,1.38,,
4889,NPY5R,-5.007388794,5.52E-07,--?---,5.14E-06,0.012982303,0.67,0.84,-0.6135,-0.4964
9978,RBX1,-5.00688806,5.53E-07,------,5.15E-06,0.013016108,0.65,0.89,,
8569,MKNK1,5.006427772,5.54E-07,++?+++,5.16E-06,0.013047257,2.42,1.27,,
3156,HMGCR,-5.006092057,5.55E-07,------,5.17E-06,0.013070021,0.43,0.77,,-0.4628
3985,LIMK2,5.005871979,5.56E-07,++?+++,5.17E-06,0.013084965,1.59,1.25,0.6301,
8774,NAPG,-5.005574055,5.57E-07,------,5.18E-06,0.013105221,0.70,0.82,-0.6055,
91120,ZNF682,-5.005246937,5.58E-07,--?---,5.18E-06,0.013127496,0.87,0.91,,
55540,IL17RB,5.005046547,5.58E-07,++?++-,5.19E-06,0.01314116,3.04,1.44,0.6713,0.5604
4166,CHST6,5.0044844,5.60E-07,?+?+++,5.20E-06,0.013179564,1.46,1.25,0.6312,0.4862
255877,BCL6B,5.004292584,5.61E-07,--++++,5.20E-06,0.013192693,1.94,1.21,,0.4433
56898,BDH2,5.003981908,5.62E-07,++?++-,5.21E-06,0.013213984,1.58,1.24,0.6444,0.5327
4722,NDUFS3,-5.003536836,5.63E-07,------,5.22E-06,0.013244544,0.58,0.86,-0.6712,-0.5347
1890,TYMP,5.003226054,5.64E-07,++++++,5.22E-06,0.013265923,1.36,1.19,,
54567,DLL4,5.002785022,5.65E-07,?-?+++,5.23E-06,0.013296319,1.49,1.16,0.5995,0.4837
148808,MFSD4,-5.001172605,5.70E-07,--?---,5.28E-06,0.013408022,0.53,0.72,-0.6297,-0.5303
9547,CXCL14,-5.000489306,5.72E-07,+-----,5.29E-06,0.013455631,3.07,1.04,,
147744,,5.000294928,5.72E-07,???+++,5.30E-06,0.013469204,1.09,1.06,,
5480,PPIC,5.000225231,5.73E-07,++?+++,5.30E-06,0.013474074,1.31,1.17,,0.5259
55286,C4orf19,4.999529785,5.75E-07,++?++-,5.31E-06,0.01352276,1.30,1.15,,
4615,MYD88,4.999383648,5.75E-07,++?+++,5.31E-06,0.013533013,1.43,1.15,0.6488,0.4894
51241,COX16,-4.999378695,5.75E-07,--?--?,5.31E-06,0.01353336,0.69,0.84,,
56731,SLC2A4RG,4.999142368,5.76E-07,+-++++,5.32E-06,0.013549956,1.58,1.17,,0.4849
10644,IGF2BP2,4.998685337,5.77E-07,++?+++,5.33E-06,0.013582106,1.80,1.23,0.6413,0.548
79792,GSDMD,4.998614664,5.77E-07,?-?+++,5.33E-06,0.013587084,1.38,1.13,0.6689,0.5291
27306,HPGDS,4.998400912,5.78E-07,?+?++-,5.33E-06,0.013602152,1.30,1.11,,
440149,,-4.998214915,5.79E-07,???--?,5.33E-06,0.013615275,0.92,0.93,,
31,ACACA,-4.998168586,5.79E-07,-+?---,5.33E-06,0.013618546,0.67,0.87,-0.6044,-0.465
113220,KIF12,-4.998074017,5.79E-07,???--+,5.33E-06,0.013625225,0.82,0.91,,-0.5534
285521,COX18,-4.996973427,5.82E-07,--?---,5.36E-06,0.013703187,0.81,0.90,,
6281,S100A10,4.996905002,5.83E-07,++?+++,5.36E-06,0.013708048,1.62,1.24,0.6292,0.495
10313,RTN3,-4.996455153,5.84E-07,------,5.37E-06,0.013740049,0.65,0.84,-0.6033,-0.5274
